Capitulo6, Ejemplo alcoholismo
 181  3  9  1  1  1  0  1  0  0
 0.0000001    5000    100 
 126 1 0 0 0 0 0 0 0 0
 102 0 0 0 0 0 0 0 0 0
  47 1 0 0 0 0 0 0 0 1
  47 1 1 0 0 0 0 0 0 0
  43 1 0 0 0 0 1 0 0 0
  36 1 0 0 0 1 0 0 0 0
  28 1 0 0 0 0 1 0 0 1
  26 0 0 0 0 0 0 0 0 1
  24 0 1 0 0 0 0 0 0 0
  23 0 0 0 0 0 1 0 0 0
  22 1 1 0 0 0 0 0 0 1
  20 1 1 0 0 0 1 0 0 0
  19 0 0 0 0 0 0 0 1 0
  18 1 0 0 0 0 0 1 0 0
  14 1 0 0 0 0 0 0 1 0
  13 0 0 0 0 0 0 1 0 0
  11 0 1 0 0 0 1 0 0 0
  11 1 1 0 0 1 0 0 0 0
  10 1 0 0 0 0 0 0 1 1
  10 1 0 0 0 0 1 0 1 0
  10 1 0 0 0 1 0 0 0 1
  10 1 0 0 1 0 0 0 0 0
   9 1 1 0 0 0 0 0 1 0
   9 1 1 0 0 1 1 0 0 0
   8 1 0 1 0 0 0 0 0 0
   7 0 0 0 0 1 0 0 0 0
   7 1 1 0 0 0 1 0 0 1
   6 0 0 0 0 0 1 0 0 1
   6 0 0 0 1 0 0 0 0 0
   6 0 1 0 0 0 0 0 0 1
   6 1 0 0 0 0 1 1 0 0
   5 1 0 0 0 0 0 1 0 1
   5 1 0 0 0 1 0 1 0 0
   5 1 0 0 0 1 1 0 0 0
   5 1 0 0 0 1 1 0 0 1
   5 1 1 0 0 1 0 0 0 1
   5 1 1 1 0 0 0 0 0 0
   4 0 0 0 1 0 0 0 0 1
   4 0 0 1 0 0 0 0 0 0
   4 0 1 0 0 0 0 0 1 0
   4 1 0 0 0 0 1 0 1 1
   4 1 1 0 0 0 0 0 1 1
   4 1 1 0 0 0 0 1 0 0
   4 1 1 0 0 0 0 1 0 1
   4 1 1 0 0 0 1 0 1 0
   4 1 1 0 0 0 1 0 1 1
   4 1 1 0 0 1 0 0 1 0
   4 1 1 0 0 1 1 0 1 0
   3 0 0 0 0 0 1 1 0 0
   3 0 0 0 0 1 1 0 0 0
   3 0 0 0 1 0 1 0 0 0
   3 1 0 0 0 1 0 0 1 0
   3 1 0 0 1 0 0 0 1 0
   3 1 0 0 1 0 1 1 0 0
   3 1 0 0 1 1 0 0 0 1
   3 1 0 1 0 1 0 0 0 0
   3 1 1 0 0 1 0 1 0 0
   3 1 1 0 0 1 0 1 0 1
   3 1 1 0 0 1 1 0 0 1
   3 1 1 0 1 0 1 0 0 0
   3 1 1 0 1 1 1 0 0 0
   3 1 1 1 0 0 1 0 0 0
   2 0 0 0 0 0 0 0 1 1
   2 0 0 0 0 0 0 1 0 1
   2 0 0 0 0 0 0 1 1 0
   2 0 0 0 0 1 1 0 0 1
   2 0 0 1 0 0 0 0 0 1
   2 0 0 1 0 1 0 0 1 0
   2 0 1 0 0 0 0 1 0 1
   2 0 1 0 0 0 1 0 0 1
   2 0 1 0 0 0 1 1 0 1
   2 0 1 0 0 1 1 0 0 0
   2 0 1 1 0 0 0 0 0 0
   2 1 0 0 0 0 0 1 1 0
   2 1 0 0 0 1 0 0 1 1
   2 1 0 0 0 1 1 0 1 0
   2 1 0 0 0 1 1 1 0 0
   2 1 0 0 0 1 1 1 1 0
   2 1 0 0 1 0 0 0 0 1
   2 1 0 0 1 0 1 0 0 0
   2 1 0 0 1 0 1 0 0 1
   2 1 0 0 1 1 1 1 1 0
   2 1 0 1 0 0 0 0 0 1
   2 1 0 1 0 0 0 0 1 0
   2 1 0 1 0 0 0 1 0 0
   2 1 0 1 0 0 1 0 0 0
   2 1 0 1 0 1 0 1 1 1
   2 1 1 0 0 0 1 1 0 1
   2 1 1 0 1 0 0 1 0 0
   2 1 1 0 1 1 1 1 0 0
   2 1 1 1 0 0 0 0 0 1
   2 1 1 1 0 1 0 1 1 0
   2 1 1 1 1 1 0 1 0 0
   1 0 0 0 0 0 1 0 1 1
   1 0 0 0 0 0 1 1 0 1
   1 0 0 0 0 0 1 1 1 0
   1 0 0 0 0 1 0 0 0 1
   1 0 0 0 0 1 0 0 1 0
   1 0 0 0 0 1 0 1 0 0
   1 0 0 0 0 1 1 1 0 1
   1 0 0 0 1 0 1 0 0 1
   1 0 0 0 1 0 1 0 1 0
   1 0 0 0 1 0 1 0 1 1
   1 0 0 0 1 1 0 0 0 0
   1 0 0 1 0 0 0 1 0 0
   1 0 0 1 0 0 1 0 0 0
   1 0 0 1 1 1 0 1 1 1
   1 0 1 0 0 0 0 0 1 1
   1 0 1 0 0 0 0 1 0 0
   1 0 1 0 0 1 0 0 0 0
   1 0 1 1 0 0 1 1 0 1
   1 0 1 1 0 1 0 0 0 0
   1 0 1 1 1 1 0 0 1 0
   1 0 1 1 1 1 0 0 1 1
   1 1 0 0 0 0 0 1 1 1
   1 1 0 0 0 0 1 1 0 1
   1 1 0 0 0 1 0 1 1 0
   1 1 0 0 0 1 1 0 1 1
   1 1 0 0 0 1 1 1 1 1
   1 1 0 0 1 0 0 0 1 1
   1 1 0 0 1 0 0 1 0 1
   1 1 0 0 1 0 0 1 1 0
   1 1 0 0 1 1 0 0 0 0
   1 1 0 0 1 1 0 0 1 0
   1 1 0 0 1 1 0 1 0 0
   1 1 0 0 1 1 1 0 1 0
   1 1 0 0 1 1 1 1 0 0
   1 1 0 0 1 1 1 1 1 1
   1 1 0 1 0 0 0 1 0 1
   1 1 0 1 0 0 0 1 1 0
   1 1 0 1 0 0 1 0 0 1
   1 1 0 1 0 0 1 0 1 1
   1 1 0 1 0 0 1 1 0 0
   1 1 0 1 0 0 1 1 0 1
   1 1 0 1 0 1 0 0 1 0
   1 1 0 1 0 1 0 0 1 1
   1 1 0 1 0 1 0 1 0 0
   1 1 0 1 0 1 0 1 1 0
   1 1 0 1 0 1 1 1 1 0
   1 1 0 1 0 1 1 1 1 1
   1 1 0 1 1 0 0 0 1 0
   1 1 0 1 1 0 0 0 1 1
   1 1 0 1 1 1 0 0 0 0
   1 1 0 1 1 1 0 0 1 1
   1 1 0 1 1 1 1 1 1 0
   1 1 1 0 0 0 0 1 1 0
   1 1 1 0 0 0 0 1 1 1
   1 1 1 0 0 0 1 1 0 0
   1 1 1 0 0 1 0 0 1 1
   1 1 1 0 0 1 0 1 1 0
   1 1 1 0 0 1 1 0 1 1
   1 1 1 0 0 1 1 1 0 0
   1 1 1 0 0 1 1 1 0 1
   1 1 1 0 0 1 1 1 1 1
   1 1 1 0 1 0 0 0 0 0
   1 1 1 0 1 0 0 0 0 1
   1 1 1 0 1 0 1 0 0 1
   1 1 1 0 1 0 1 0 1 1
   1 1 1 0 1 0 1 1 0 0
   1 1 1 0 1 0 1 1 1 0
   1 1 1 0 1 1 0 0 1 0
   1 1 1 0 1 1 0 1 0 0
   1 1 1 0 1 1 1 0 0 1
   1 1 1 0 1 1 1 0 1 0
   1 1 1 0 1 1 1 1 0 1
   1 1 1 0 1 1 1 1 1 0
   1 1 1 1 0 0 1 0 1 0
   1 1 1 1 0 0 1 1 1 0
   1 1 1 1 0 1 0 0 0 0
   1 1 1 1 0 1 0 0 0 1
   1 1 1 1 0 1 0 0 1 0
   1 1 1 1 0 1 0 1 1 1
   1 1 1 1 0 1 1 0 0 0
   1 1 1 1 0 1 1 0 0 1
   1 1 1 1 0 1 1 0 1 1
   1 1 1 1 0 1 1 1 1 1
   1 1 1 1 1 0 0 0 0 0
   1 1 1 1 1 0 1 0 0 1
   1 1 1 1 1 0 1 0 1 1
   1 1 1 1 1 1 0 0 1 0
   1 1 1 1 1 1 0 1 1 1
